序号,课程名称,课程难度,作业多少,给分好坏,收获大小,选课类别,教学类型,课程类别,开课单位,课程层次,学分
13347,"临床研究的设计与解读（翁建平,  郑雪瑛,  骆斯慧...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,博士,1.5
13348,翻译概论（范东生）,你猜,你猜,你猜,你猜,专业,理论课,专业硕士,外语系,硕士,2.0
13349,"统计方法及SPSS软件应用（范引光, 冷瑞雪）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,博士,2.0
13350,法语I,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,10.0
13351,法语III,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,3.0
13352,代数III,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,数学科学学院,专业基础,8.0
13353,分析III,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,数学科学学院,专业基础,8.0
13354,中国特色社会主义理论与实践研究（洪进）,你猜,你猜,你猜,你猜,公选课,理论课,研究生课程,项目管理教育中心,硕士,2.0
13355,"分子植物学与生态学前沿（向成斌,  张志勇,  刘承武...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,生命科学学院,硕士,4.0
13356,法语Ⅴ（Laureline Claeys）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,3.0
13357,代数 I（习题）（曹阳）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13358,分析I（习题）（韩邦先）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13359,医学伦理学（王赵琛）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,博士,1.0
13360,"复分析（习题）（张永兵, 韦勇）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,1.0
13361,微分几何（习题）（张永兵）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,1.0
13362,代数III（习题）（许金兴）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13363,"分析III（习题）（俞建青, 孙雯）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13364,"算术与代数（习题）（梁永祺, 曹阳）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,1.0
13365,泛函分析（习题）（夏波）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,1.0
13366,"法语III（Laureline Claeys, Nathalie JAY）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,通修,4.0
13367,"代数 III（Marc Roger, ROSSO, Bernhard Keller）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,6.0
13368,微分几何（法）（Andrei MOROIANU）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业核心,2.0
13369,法语Ⅰ（Nathalie JAY）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,通修,5.0
13370,操作系统与数据库,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,自动化系,专业基础,3.5
13371,量子软件前沿,你猜,你猜,你猜,你猜,通识,理论课,一般通识,计算机科学与技术系,自由选修,2.0
13372,有机化学B,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学系,专业基础,4.0
13373,"计算物理B（张仁友, 周小蓉, 吴雨生）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,近代物理系,专业核心,3.0
13374,"变质岩石学（丁强, 夏琼霞, 特邀教师）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,地球和空间科学学院,专业核心,3.0
13375,"遗传学（史庆华, 何立）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,2.0
13376,"遗传学（史庆华, 刘承武, 谭树堂）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业基础,2.0
13377,"物理化学I（夏长荣, 王占东）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学物理系,专业基础,4.0
13378,"纳米材料导论（刘建伟, 庄涛涛）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学系,专业选修,2.0
13379,算术与代数（法）（Sinnou DAVID）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业核心,2.0
13380,"分析化学基础实验(上)（金谷,  邵利民,  姚奇志...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学系,专业基础,2.0
13381,无机化学I（时亮）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学系,专业基础,2.0
13382,"电子线路实验(1)（陈金雯, 黄自龙）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
13383,"电子线路实验(1)（陈金雯, 吴文涛）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
13384,"电子技术实验I（肖鸿, 吴善珍）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,专业基础,0.5
13385,"电子技术实验II（肖鸿, 季芳芳）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,专业基础,0.5
13386,"电子技术实验II（肖鸿, 吴善珍）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,专业基础,0.5
13387,"电子技术实验I（吴善珍, 季芳芳）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,专业基础,0.5
13388,"电子线路实验(1)（周燚, 黄自龙）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
13389,"电子线路实验(1)（周燚, 吴文涛）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,信息科学技术学院,通修,1.0
13390,医学科研设计,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,硕士,2.0
13391,医学统计学,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,硕士,3.0
13392,"工商管理学科理论与实践前沿讲座（魏玖长,  崔志坚,  郑权...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,管理学院,博士,3.0
13393,"生物化学与分子生物学实验原理I（熊英,  江永亮,  佘继...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,生命科学学院,硕士,2.0
13394,"生物实验安全与防护（张倩,  赵丽萍,  许超...）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,生命科学学院,本研贯通,1.0
13395,"物质结构的波谱能谱分析（陈家富, 庞文民, 范明慧）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,合肥微尺度物质科学国家实验室（筹）,硕士,3.0
13396,"现代天文学前沿讲座（李翔, 冯磊, 陈果）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,紫金山天文台,博士,3.0
13397,"组织学与胚胎学（冯雪竹,  符辉,  焦轶...）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业基础,3.0
13398,"有机合成化学B（王川, 张清伟）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,化学系,硕士,4.0
13399,"医学统计学（范引光, 冷瑞雪）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,附属第一医院,硕士,2.0
13400,专业进展课,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,附属第一医院,硕士,2.0
13401,"现代信息技术概览（康宇,  李骜,  朱旗...）",你猜,你猜,你猜,你猜,通识,理论课,一般通识,信息科学技术学院,自由选修,2.0
13402,"实践综合（石竹, 丁箐, 白天）",你猜,你猜,你猜,你猜,专业,实验课,研究生课程,软件学院合肥,硕士,1.0
13403,实践综合（丁箐）,你猜,你猜,你猜,你猜,专业,实验课,研究生课程,软件学院苏州,硕士,3.0
13404,"编译原理和技术（李诚, 吴思）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业核心,4.0
13405,高级数据库技术（朱宗卫）,你猜,你猜,你猜,你猜,基础,理论实验课,研究生课程,软件学院苏州,硕士,3.0
13406,工程化C程序设计（华保健）,你猜,你猜,你猜,你猜,专业,理论课,专业硕士,软件学院苏州,硕士,0.5
13407,"高级算法设计与分析（徐小华, 陈雪）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,计算机科学与技术系,博士,3.0
13408,电子信息类开放实践课（王永）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,信息科学技术学院,博士,3.0
13409,电子信息类前沿课程（王永）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,信息科学技术学院,博士,3.0
13410,“科学与社会”研讨课（李群祥）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13411,“科学与社会”研讨课（杨上峰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13412,"英语交流I（陈馥梅, 龚伟峰）",你猜,你猜,你猜,你猜,英语,理论课,本科计划内课程,外语教学中心,通修,2.0
13413,日常交流英语（David Garcia）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,外语教学中心,硕士,2.0
13414,“科学与社会”研讨课（陶余勇）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,1.0
13415,"英语读写进阶I（陈澄, 孙波）",你猜,你猜,你猜,你猜,英语,理论课,本科计划内课程,外语教学中心,通修,1.0
13416,“科学与社会”研讨课（潘文）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13417,日常交流英语（Julia Bordukova）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,外语教学中心,硕士,2.0
13418,日常交流英语（Kyle William Natoli）,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,外语教学中心,硕士,2.0
13419,“科学与社会”研讨课（张杨）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13420,“科学与社会”研讨课（周丛照）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13421,“科学与社会”研讨课（褚建勋）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13422,“科学与社会”研讨课（孔燕）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13423,“科学与社会”研讨课（许峰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,工程科学学院,通修,1.0
13424,“科学与社会”研讨课（许超）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,1.0
13425,“科学与社会”研讨课（孙林峰）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,1.0
13426,“科学与社会”研讨课（高大兴）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,通修,1.0
13427,“科学与社会”研讨课（王洪波）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,工程科学学院,通修,1.0
13428,“科学与社会”研讨课（孙帅帅）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,工程科学学院,通修,1.0
13429,“科学与社会”研讨课（李斌）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13430,考古学概论,你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13431,科技考古概论,你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13432,中国传统医学思想与文化,你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13433,"科学、技术与工程导论（袁业飞,  汪毓明,  胡太忠...）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,少年班学院,通修,2.0
13434,“科学与社会”研讨课（安虹）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13435,"科学精神与科学方法的起源（石云里, 特邀教师）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13436,"地球科学前沿讲座（张海江, 李泽峰）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,地球和空间科学学院,博士,4.0
13437,“科学与社会”研讨课（熊伟）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13438,“科学与社会”研讨课（李诚）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,少年班学院,通修,1.0
13439,“科学与社会”研讨课（杨金榜）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,通修,1.0
13440,古代文明与科学,你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,1.0
13441,新时代中国特色社会主义理论与实践,你猜,你猜,你猜,你猜,基础,理论课,研究生课程,软件学院苏州,硕士,2.0
13442,数据推理：揭穿数字化世界中的“假”说,你猜,你猜,你猜,你猜,通识,理论课,一般通识,管理科学系,自由选修,2.0
13443,篮球I(俱乐部),你猜,你猜,你猜,你猜,体育,理论课,体育选项,体育教学中心,通修,1.0
13444,羽毛球I(俱乐部),你猜,你猜,你猜,你猜,体育,理论课,体育选项,体育教学中心,通修,1.0
13445,"聚合物加工流变学（王志刚, 陈威）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,高分子科学与工程系,硕士,2.0
13446,"运筹学I：基础（刘杰, 郭晓龙）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,管理科学系,专业基础,3.5
13447,军事技能（刘暄）,你猜,你猜,你猜,你猜,计划,理论实践课,本科计划内课程,党委人民武装部,通修,2.0
13448,"多能互补能源系统导论（郝勇, 洪慧）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,热科学和能源工程系,博士,1.0
13449,中国马克思主义与当代（江增辉）,你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技哲学系,博士,2.0
13450,光学A,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,通修,4.0
13451,分析II（李嘉禹）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,4.0
13452,"世界科学技术史（石云里, 钮卫星, 特邀教师）",你猜,你猜,你猜,你猜,基础,理论课,研究生课程,科技史与科技考古系,硕士,3.0
13453,"中西科技交流史专题（石云里,  范安川,  褚龙飞...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技史与科技考古系,博士,3.0
13454,"天文学史专题（关瑜桢,  褚龙飞,  钮卫星...）",你猜,你猜,你猜,你猜,专业,理论课,研究生课程,科技史与科技考古系,博士,3.0
13455,"代数II（梁永祺, 曹阳）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,4.0
13456,"代数II（习题）（梁永祺, 曹阳）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13457,"分析IV（习题）（韦勇, 孙雯）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,2.0
13458,法语II（Nathalie JAY）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,通修,5.0
13459,大学语文（1）（唐宸）,你猜,你猜,你猜,你猜,预科,理论课,预科班课程,教务处,通修,4.0
13460,交换代数（法）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业选修,2.0
13461,概率论与鞅论（法）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业选修,2.0
13462,"环境微生物学（童中华, 花正双）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,地球和空间科学学院,专业选修,2.0
13463,"物理化学基础实验(下)（金邦坤,  吴强华,  王晓葵...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,化学物理系,专业基础,2.0
13464,"量子物理（陈东明, 李群祥, 胡水明）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学物理系,专业基础,4.0
13465,"物理化学II（陈初升, 任晓迪, 占忠亮）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,化学物理系,专业基础,3.0
13466,交换代数（习题）（张磊）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业选修,1.0
13467,"法语Ⅳ（Laureline Claeys, Nathalie JAY）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,通修,4.0
13468,法语Ⅵ（Laureline Claeys）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业核心,3.0
13469,概率论与鞅论（习题）（孙雯）,你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业选修,1.0
13470,"生物技术制药实验（肖卫华, 郑小虎, 方芳）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学学院,专业选修,1.5
13471,"分子病毒学（魏海明, 计永胜, 郑小虎）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,2.0
13472,"生理学与神经生物学综合实验（毕国强,  杨昱鹏,  张效初...）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,生命科学学院,专业选修,1.5
13473,"发育生物学（杨昱鹏, 光寿红, 赵忠）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,2.0
13474,"免疫生物学II（陈永艳,  傅斌清,  高大兴...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,2.0
13475,执行器技术（尚伟伟）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,自动化系,专业核心,3.0
13476,"分子生物学I（冯雪竹, 张凯铭）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业核心,2.0
13477,"生物技术导论（刘丹, 潘文, 郑小虎）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,2.0
13478,"生物科技文献阅读（马世嵩, 王朝, 唐爱辉）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业选修,1.0
13479,"分子生物学I（佘继, 谭树堂）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业核心,2.0
13480,"热力学与统计物理A（徐宁, 童华）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
13481,"热力学与统计物理A（丁桂军, 王震宇）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
13482,"产业经济学（刘志迎, 陈侠飞）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,工商管理系,专业基础,2.0
13483,"高分子化学实验（金邦坤, 汪峰）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,高分子科学与工程系,专业核心,2.0
13484,随机过程A（胡太忠）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
13485,"数理统计（张伟平, 金百锁）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,专业核心,4.0
13486,"金融风险管理（叶五一, 郭冉冉）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,专业选修,3.0
13487,"材料研究方法（阳丽华,  向斌,  龙冉...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,材料科学与工程系,专业选修,4.0
13488,离散数学（徐宏力）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,大数据学院,专业基础,4.0
13489,"火灾控制技术基础（邢伟义, 汪碧波, 方俊）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,安全科学与工程系,专业核心,3.0
13490,"生命科学导论实验（郭振,  张倩,  沈显生...）",你猜,你猜,你猜,你猜,通识,实验课,核心通识,生命科学学院,通修,1.0
13491,"生物化学C（臧建业, 王朝）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学学院,专业核心,2.0
13492,"火灾学概论（宋卫国,  陈海翔,  雷佼...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,安全科学与工程系,专业核心,3.0
13493,"燃烧学（程旭东, 肖华华）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,安全科学与工程系,专业核心,4.0
13494,"生命科学导论–生命的化学基础（龙冬, 许超）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,生命科学与医学部,通修,2.0
13495,"生物统计学和医学统计学（王雪娟, 包巍）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,生命科学与医学部,专业基础,2.0
13496,"诊断学（翁建平, 胡代菊, 沈伟）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,5.0
13497,"系统解剖学（焦轶, 刘晓庆）",你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业基础,3.5
13498,病理学（叶庆）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业基础,3.5
13499,预防医学（包巍）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,生命科学与医学部,专业核心,3.0
13500,地球系统（谢智）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,地球和空间科学学院,专业基础,2.0
13501,科技写作与表达（李群祥）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13502,运筹学B（殷保群）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,自动化系,专业核心,2.0
13503,并行计算B（谭立湘）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,信息科学技术学院,专业选修,2.5
13504,"多媒体内容智能分析导论（张勇东, 谢洪涛, 张天柱）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,电子工程与信息科学系,通修,2.0
13505,智能物联网理论与实践（杨盘隆）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业选修,3.0
13506,数据库系统概论（黄振亚）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,大数据学院,专业基础,3.5
13507,英语写作沟通（中级）（Richard Cormack）,你猜,你猜,你猜,你猜,通识,理论课,一般通识,未知,自由选修,2.0
13508,地球系统科学导论 --行星空间（郭静楠）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,地球和空间科学学院,专业基础,2.0
13509,科技写作与表达（张杨）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13510,科技写作与表达（周丛照）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13511,科技写作与表达（杨上峰）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13512,科技写作与表达（李厚强）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13513,科技写作与表达（安虹）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13514,科技写作与表达（褚建勋）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13515,科技写作与表达（孔燕）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13516,科技写作与表达（李诚）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13517,科技写作与表达（何向南）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13518,科技写作与表达（潘文）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13519,科技写作与表达（李斌）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13520,"西方科学文化东传史（石云里, 莫汉, 张楠）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13521,"陶瓷艺术鉴赏与制作（汤书昆, 吴又进, 陈彪）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13522,"毛泽东思想和中国特色社会主义理论体系概论（叶政, 江可可）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,马克思主义学院,通修,3.0
13523,科技写作与表达（张卫明）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13524,科技评价（吴强）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,管理学院,通修,2.0
13525,科技写作与表达（熊伟）,你猜,你猜,你猜,你猜,计划,理论课,核心通识,少年班学院,通修,1.0
13526,"馆窥世界史（褚龙飞, 王安轶）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,科技史与科技考古系,通修,2.0
13527,创业与创业计划（韦积庆）,你猜,你猜,你猜,你猜,通识,理论实践课,核心通识,创新创业学院,通修,2.0
13528,双创表达与沟通（赵媚）,你猜,你猜,你猜,你猜,通识,理论课,核心通识,创新创业学院,通修,1.0
13529,设计创新实践 II（李斌）,你猜,你猜,你猜,你猜,通识,理论实验课,核心通识,信息科学技术学院,通修,2.0
13530,"大科学工程前沿讲坛（郑坚,  刘树彬,  吴征威...）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,核科学技术学院,专业基础,2.0
13531,行为经济学（杨锋）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,管理科学系,专业核心,3.0
13532,"机械设计与制造综合实验II（周增祥, 倪旻昊）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,精密机械与精密仪器系,专业选修,0.5
13533,"测控技术及仪器综合实验II（周增祥, 倪旻昊）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,精密机械与精密仪器系,专业选修,0.5
13534,沉浸式媒体：VR/AR/MR（张燕翔）,你猜,你猜,你猜,你猜,计划,理论实验课,本科计划内课程,科技传播与科技政策系,专业核心,3.0
13535,传播学研究方法（林爱兵）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,科技传播与科技政策系,专业基础,3.0
13536,极限飞盘(专训)（柴松）,你猜,你猜,你猜,你猜,体育,理论课,体育选项,体育教学中心,通修,1.0
13537,网球I（王洪武）,你猜,你猜,你猜,你猜,体育,理论课,体育选项,体育教学中心,通修,1.0
13538,健美I（杨善君）,你猜,你猜,你猜,你猜,体育,理论课,体育选项,体育教学中心,通修,1.0
13539,"数学强基讨论班II（李沐西, 汪建平）",你猜,你猜,你猜,你猜,计划,实验课,本科计划内课程,数学科学学院,专业基础,1.0
13540,原子物理B（王晓方）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,通修,2.0
13541,"泛函分析（刘聪文, 王毅）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,4.0
13542,"电磁学B（林宣滨, 冯畅）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,通修,4.0
13543,"力学B（李毅, 王景赟）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,通修,2.5
13544,"高分子加工（梁好均, 陈威）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,高分子科学与工程系,专业核心,3.0
13545,"概率论与数理统计（张曙光, 冯群强）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
13546,"微分几何（刘世平, 杨迪）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,数学科学学院,专业基础,4.0
13547,"概率论与数理统计（温灿红, 王学钦, 杨青）",你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
13548,量子物理（徐飞虎）,你猜,你猜,你猜,你猜,计划,理论课,本科计划内课程,物理学院,通修,3.0
13549,大学语文（2）（唐宸）,你猜,你猜,你猜,你猜,预科,理论课,预科班课程,教务处,通修,4.0
13550,"科学、技术与工程导论（袁业飞,  汪毓明,  胡太忠...）",你猜,你猜,你猜,你猜,通识,理论课,核心通识,少年班学院,通修,2.0
